id,category,item,price,rating,reviews,url
B0BX75K8BS,ألعاب الفيديو,كيبورد العاب ميكانيكي مدمج بسلك 60% من بودنج GK-985P بـ61 مفتاح (انجليزي) - مفاتيح زرقاء - اغطية مزدوجة الصب | اسود,895.00 جنيه,4.7 من 5 نجوم,5,https://www.amazon.eg//product-reviews/B0BX75K8BS/ref=zg_bs_g_videogames_d_sccl_25_cr/259-4324130-1385236
B0CLPJ5H8W,ألعاب الفيديو,بطاقة اي شوب من نينتندو [رمز رقمي] (قابلة للتخصيص),569.00 جنيه,5.0 من 5 نجوم,2,https://www.amazon.eg//product-reviews/B0CLPJ5H8W/ref=zg_bs_g_videogames_d_sccl_26_cr/259-4324130-1385236
B08343G1SM,ألعاب الفيديو,غطاء سيليكون مطاطي لازرار الابهام لاجهزة PS4 و PS3 و PS2 و Xbox 360 ONE من نيوفيكتر، 4 قطع (اسود),88.00 جنيه,4.2 من 5 نجوم,111,https://www.amazon.eg//product-reviews/B08343G1SM/ref=zg_bs_g_videogames_d_sccl_27_cr/259-4324130-1385236
B07FCRD719,ألعاب الفيديو,ماوس جاينر M610 للالعاب من ريدراجون - 3200 نقطة لكل بوصة، بـ6 ازرار، باضاءة LED,824.00 جنيه,4.4 من 5 نجوم,"2,446",https://www.amazon.eg//product-reviews/B07FCRD719/ref=zg_bs_g_videogames_d_sccl_28_cr/259-4324130-1385236
B097LZJ9WM,ألعاب الفيديو,توبى GP076 ذراع تحكم لاسلكى 3 في واحد PC بلاى ستيشن 2 أسود ، بلوتوث من بي من 2B,"1,188.00 جنيه",4.2 من 5 نجوم,48,https://www.amazon.eg//product-reviews/B097LZJ9WM/ref=zg_bs_g_videogames_d_sccl_29_cr/259-4324130-1385236
B0BYDNMN8X,ألعاب الفيديو,مجموعة غطاء من السيليكون باللونين الاحمر والازرق المموه لجهاز بلاي ستيشن 4 مع زوج من مقابض الابهام على شكل جمجمة، مجموعة من 2، احمر وازرق,350.00 جنيه,4.6 من 5 نجوم,9,https://www.amazon.eg//product-reviews/B0BYDNMN8X/ref=zg_bs_g_videogames_d_sccl_30_cr/259-4324130-1385236
B091NYM379,الإلكترونيات والصور,بطاريات كربون زنك AA وAAA من ايفريدي 1215-8+1212-4 - 12 قطعة، 1.5 فولت,72.00 جنيه,4.4 من 5 نجوم,904,https://www.amazon.ae//product-reviews/B091NYM379/ref=zg_bs_g_electronics_d_sccl_1_cr/258-5568326-8453720
B0C4TF3R4R,الإلكترونيات والصور,سماعات داخل الاذن فري بودز لايت ترو اللاسلكية من اورايمو بتقنية بلوتوث تي دبليو اس - تحكم عن طريق التطبيق وقت تشغيل 40 ساعة شحن سريع انيفاست مع صوت جهوري ستيريو اسود,499.00 جنيه,3.9 من 5 نجوم,"1,544",https://www.amazon.ae//product-reviews/B0C4TF3R4R/ref=zg_bs_g_electronics_d_sccl_2_cr/258-5568326-8453720
B0C9MNT48D,الإلكترونيات والصور,سماعة لاسلكية ساوندكور R50i صوت ستيريو حقيقي ومشغلات 10 ملم وصوت باس من انكربلوتوث 5.3مدة تشغيل 30 ساعة ذكاء اصطناعي لوضوح مكالمات مع ميكروفونينمعادل مسبق الضبط 22 أسود ار 50 اي داخل الأذن,791.00 جنيه,3.9 من 5 نجوم,602,https://www.amazon.ae//product-reviews/B0C9MNT48D/ref=zg_bs_g_electronics_d_sccl_3_cr/258-5568326-8453720
B08D11MN1M,الإلكترونيات والصور,حامل لابتوب قابل للتعديل، حامل لابتوب محمول من الالومنيوم للمكتب، حامل دعم كمبيوتر تبريد قابل للطي وجيد التهوية لاجهزة ابل ماك بوك برو / اير واتش بي وسوني وديل والمزيد 10-15.6 انش,150.00 جنيه,4.0 من 5 نجوم,"4,165",https://www.amazon.ae//product-reviews/B08D11MN1M/ref=zg_bs_g_electronics_d_sccl_4_cr/258-5568326-8453720
B0DH8JZ2Z4,الإلكترونيات والصور,انكر كابل USB-C الى 3.0 (3 قدم 0.9 متر) كيبل شحن مضفر من النوع سي عالي المتانة متوافق مع جميع اجهزة اندرويد والمزيد,125.00 جنيه,4.9 من 5 نجوم,11,https://www.amazon.ae//product-reviews/B0DH8JZ2Z4/ref=zg_bs_g_electronics_d_sccl_5_cr/258-5568326-8453720
B09137VFKC,الإلكترونيات والصور,شاحن 312 25 وات من انكور بتقنية الشحن السريع ايس قابل للطي PPS لسامسونج جالاكسي S23 الترا S23+ S22 S21 S20 نوت 20 10 Z فولد 3+ ضمان محلي لمدة 18 شهر أسود يو اس بي 3,498.00 جنيه,4.6 من 5 نجوم,"1,161",https://www.amazon.ae//product-reviews/B09137VFKC/ref=zg_bs_g_electronics_d_sccl_6_cr/258-5568326-8453720
B09C7ZGNFY,الإلكترونيات والصور,LDNIO كابل موبايل LS441 للشحن السريع 2.4 امبير USB نوع سي بطول 1 متر - رمادي، لهاتف ذكي,59.00 جنيه,4.2 من 5 نجوم,"1,973",https://www.amazon.ae//product-reviews/B09C7ZGNFY/ref=zg_bs_g_electronics_d_sccl_7_cr/258-5568326-8453720
B0C3RRXXZW,الإلكترونيات والصور,مشترك كهرباء مزود بحماية من تدفق التيار بجهد 220 فولت مع 3 مقابس عالمية انترناشونال وقفل، 10 امبير، لون اسود ورمادي، موديل WS344,175.00 جنيه,4.1 من 5 نجوم,908,https://www.amazon.ae//product-reviews/B0C3RRXXZW/ref=zg_bs_g_electronics_d_sccl_8_cr/258-5568326-8453720
B015QJJHDA,الإلكترونيات والصور,جوي رووم باور بانك LED 2.4 امبير 10000 مللي في الساعة JR-PBF12، اسود، مطاط، لايفون 6,394.00 جنيه,3.8 من 5 نجوم,11,https://www.amazon.ae//product-reviews/B015QJJHDA/ref=zg_bs_g_electronics_d_sccl_9_cr/258-5568326-8453720
B0CMV4B5SD,الإلكترونيات والصور,مشترك كهرباء GP310 للحماية من الحمل الزائد من جي باور يحتوي على مقبس ذكي عالمي واربعة منافذ USB مع سلك من بلاستيك PVC بطول 2 متر 240 فولت كحد اقصى - اسود,199.00 جنيه,3.7 من 5 نجوم,342,https://www.amazon.ae//product-reviews/B0CMV4B5SD/ref=zg_bs_g_electronics_d_sccl_10_cr/258-5568326-8453720
B09491172V,الإلكترونيات والصور,شاحن باور بورت III USB نوع سي سريع 20 وات مع فيشة قابلة للطي لموبايل ايفون 14 14 بلس 14 برو 14 ماكس 13 جالاكسي بيكسل 4 3 ايباد ميني والمزيد من انكر لا يتضمن الكابل يو اس بي أبيض,333.00 جنيه,4.4 من 5 نجوم,"21,587",https://www.amazon.ae//product-reviews/B09491172V/ref=zg_bs_g_electronics_d_sccl_11_cr/258-5568326-8453720
B0D2XZLDCC,الإلكترونيات والصور,كابل بيانات للشحن السريع-جي باور LS441-المطاط الحراري المرن والمزامنة-النوع سي إلى USB مع تيار 2.4 أمبير وطول 1 متر - رمادي,45.00 جنيه,4.4 من 5 نجوم,79,https://www.amazon.ae//product-reviews/B0D2XZLDCC/ref=zg_bs_g_electronics_d_sccl_12_cr/258-5568326-8453720
B09C7BWVX7,الإلكترونيات والصور,كابل بيانات للشحن السريع 2.4 امبير LS441 من لدنيو بطول 1 متر - رمادي,53.10 جنيه,4.2 من 5 نجوم,410,https://www.amazon.ae//product-reviews/B09C7BWVX7/ref=zg_bs_g_electronics_d_sccl_13_cr/258-5568326-8453720
B09TTLKL6C,الإلكترونيات والصور,خطة ضمان لمدة عام واحد للعميل الذي يشتري اجهزة منزلية او معدات رياضية بسعر يتراوح من 0 الى 499.99 جنيه مصري، أحمر,27.00 جنيه,2.4 من 5 نجوم,67,https://www.amazon.ae//product-reviews/B09TTLKL6C/ref=zg_bs_g_electronics_d_sccl_14_cr/258-5568326-8453720
B0CYNNYW3H,الإلكترونيات والصور,واقي كابل من السيليكون بنظام ملفوف لسلك كابل حلزوني، غطاء حماية لسماعات الأذن والماوس وكابل شاحن USB للموبايل، واقي لشاحن USB وملحقات كابل USB,14.00 جنيه,4.0 من 5 نجوم,104,https://www.amazon.ae//product-reviews/B0CYNNYW3H/ref=zg_bs_g_electronics_d_sccl_15_cr/258-5568326-8453720
B09Y37BSM9,الإلكترونيات والصور,محول فيشة ثلاثي للسفر من اي لوك,44.00 جنيه,4.7 من 5 نجوم,"1,681",https://www.amazon.ae//product-reviews/B09Y37BSM9/ref=zg_bs_g_electronics_d_sccl_16_cr/258-5568326-8453720
B0C5XVM3V1,الإلكترونيات والصور,انكر كيبل شحن 322 USB C الى بطول 91 سم لماك بوك برو 2020 وايباد 2020 وسويتش وسامسونغ جالكسي اس 20 بلس واس 9 8 مع ضمان محلي لمدة 18 شهر لمحول الشحن 3.0,169.85 جنيه,4.6 من 5 نجوم,317,https://www.amazon.ae//product-reviews/B0C5XVM3V1/ref=zg_bs_g_electronics_d_sccl_17_cr/258-5568326-8453720
B09TTNR2VW,الإلكترونيات والصور,خطة ضمان ممتدة لمدة عام لعميل واحد يشتري منتجات خاصة بتكنولوجيا المعلومات او الصوتيات والمرئيات بداية من 0 جنيه مصري وحتى 499.99 جنيه مصري، أزرق,27.00 جنيه,2.0 من 5 نجوم,26,https://www.amazon.ae//product-reviews/B09TTNR2VW/ref=zg_bs_g_electronics_d_sccl_18_cr/258-5568326-8453720
B0CXJC1YL9,الإلكترونيات والصور,بطاريات زنك وكربون شديدة التحمل من نوع AAA من كاميليون - 4 قطع + قطعتان مجانيتان، 1.5 فولت,50.11 جنيه,4.3 من 5 نجوم,250,https://www.amazon.ae//product-reviews/B0CXJC1YL9/ref=zg_bs_g_electronics_d_sccl_19_cr/258-5568326-8453720
B091J8GDCG,الإلكترونيات والصور,محول فيشة ثلاثي باور لوك - رمادي وأبيض,44.00 جنيه,4.7 من 5 نجوم,"1,665",https://www.amazon.ae//product-reviews/B091J8GDCG/ref=zg_bs_g_electronics_d_sccl_21_cr/258-5568326-8453720
B0CYC9G72J,الإلكترونيات والصور,سماعات أذن لاسلكية فري بادز لايت ترو بتقنية البلوتوث مع تحكم عبر التطبيق ووقت تشغيل 40 ساعة وشحن سريع انيفاست مع صوت باس ستيريو من اورايمو، لون بلو ليك، داخل الأذن، ازرق نيبولا,499.00 جنيه,3.0 من 5 نجوم,6,https://www.amazon.ae//product-reviews/B0CYC9G72J/ref=zg_bs_g_electronics_d_sccl_22_cr/258-5568326-8453720
B0BYKFK27H,الإلكترونيات والصور,قاعدة ماوس مطاطية صغيرة مربعة بتصميم سادة للكمبيوتر 20×18 سم - اسود، مطاط,23.89 جنيه,4.2 من 5 نجوم,232,https://www.amazon.ae//product-reviews/B0BYKFK27H/ref=zg_bs_g_electronics_d_sccl_23_cr/258-5568326-8453720
B07SNSXNSX,الإلكترونيات والصور,بطارية ليثيوم 3 فولت CR2032 من باناسونيك (عبوة من قطعتين),44.00 جنيه,4.4 من 5 نجوم,"5,155",https://www.amazon.ae//product-reviews/B07SNSXNSX/ref=zg_bs_g_electronics_d_sccl_24_cr/258-5568326-8453720
B0BFFVHZ6Y,الإلكترونيات والصور,باور بانك JR-QP191 10000 مللي امبير في الساعة 22.5 واط للشحن السريع مع شاشة LCD من جوي روم - اسود,587.00 جنيه,4.1 من 5 نجوم,26,https://www.amazon.ae//product-reviews/B0BFFVHZ6Y/ref=zg_bs_g_electronics_d_sccl_25_cr/258-5568326-8453720
B0CT3N5CFC,الإلكترونيات والصور,جوال شاومي ريدمي 13C ثنائي شرائح الاتصال بذاكرة رام 8 جيجابايت وروم 256 جيجابايت (6.74 بوصة) (4G) - (اسود ميدنايت),"5,999.00 جنيه",3.8 من 5 نجوم,492,https://www.amazon.ae//product-reviews/B0CT3N5CFC/ref=zg_bs_g_electronics_d_sccl_26_cr/258-5568326-8453720
B098TVZ6TS,الإلكترونيات والصور,كاميرا مراقبة تابو ذكية واي فاي للاماكن الخارجية من تي بي لينك، 4MP، كشف الحركة، رؤية ليلية ستارلايت، فتحة بطاقة SD، تحكم صوتي، فيديو ملون بالكامل 2K HD، منبه، لا تحتاج الى موزع (تابو C320WS),"1,799.00 جنيه",4.4 من 5 نجوم,"7,811",https://www.amazon.ae//product-reviews/B098TVZ6TS/ref=zg_bs_g_electronics_d_sccl_27_cr/258-5568326-8453720
B0CNKVQ3J3,الإلكترونيات والصور,سماعات ايربودز برو متوافقة مع موبايل ايفون واندرويد - شبه اصلية، لاسلكي، داخل الأذن، أبيض,299.00 جنيه,3.2 من 5 نجوم,61,https://www.amazon.ae//product-reviews/B0CNKVQ3J3/ref=zg_bs_g_electronics_d_sccl_28_cr/258-5568326-8453720
B0C8TGCVL1,الإلكترونيات والصور,سماعات اذن فري بودز 3C اي ان سي بخاصية الغاء الضوضاء من اورايمو 4 ميكروفونات بصوت جهوري قوي لاسلكية حقيقية وقت تشغيل طويل مقاومة للماء IPX5 عبر التطبيق اسود داخل الأذن,799.00 جنيه,3.8 من 5 نجوم,404,https://www.amazon.ae//product-reviews/B0C8TGCVL1/ref=zg_bs_g_electronics_d_sccl_29_cr/258-5568326-8453720
B09SQ21VHK,الإلكترونيات والصور,مجموعة محول كابل شحن متعدد من هيسيمينغ USB نوع سي إلى مايكرو لايتنينج ايه يمكن استخدامه كحامل موبايل (أسود),105.00 جنيه,4.3 من 5 نجوم,"1,119",https://www.amazon.ae//product-reviews/B09SQ21VHK/ref=zg_bs_g_electronics_d_sccl_30_cr/258-5568326-8453720
B091NYM379,الإلكترونيات والصور,بطاريات كربون زنك AA وAAA من ايفريدي 1215-8+1212-4 - 12 قطعة، 1.5 فولت,72.00 جنيه,4.4 من 5 نجوم,904,https://www.amazon.eg//product-reviews/B091NYM379/ref=zg_bs_g_electronics_d_sccl_1_cr/258-1061112-1244535
B0C4TF3R4R,الإلكترونيات والصور,سماعات داخل الاذن فري بودز لايت ترو اللاسلكية من اورايمو بتقنية بلوتوث تي دبليو اس - تحكم عن طريق التطبيق وقت تشغيل 40 ساعة شحن سريع انيفاست مع صوت جهوري ستيريو اسود,499.00 جنيه,3.9 من 5 نجوم,"1,544",https://www.amazon.eg//product-reviews/B0C4TF3R4R/ref=zg_bs_g_electronics_d_sccl_2_cr/258-1061112-1244535
B0C9MNT48D,الإلكترونيات والصور,سماعة لاسلكية ساوندكور R50i صوت ستيريو حقيقي ومشغلات 10 ملم وصوت باس من انكربلوتوث 5.3مدة تشغيل 30 ساعة ذكاء اصطناعي لوضوح مكالمات مع ميكروفونينمعادل مسبق الضبط 22 أسود ار 50 اي داخل الأذن,791.00 جنيه,3.9 من 5 نجوم,602,https://www.amazon.eg//product-reviews/B0C9MNT48D/ref=zg_bs_g_electronics_d_sccl_3_cr/258-1061112-1244535
B08D11MN1M,الإلكترونيات والصور,حامل لابتوب قابل للتعديل، حامل لابتوب محمول من الالومنيوم للمكتب، حامل دعم كمبيوتر تبريد قابل للطي وجيد التهوية لاجهزة ابل ماك بوك برو / اير واتش بي وسوني وديل والمزيد 10-15.6 انش,150.00 جنيه,4.0 من 5 نجوم,"4,165",https://www.amazon.eg//product-reviews/B08D11MN1M/ref=zg_bs_g_electronics_d_sccl_4_cr/258-1061112-1244535
B0DH8JZ2Z4,الإلكترونيات والصور,انكر كابل USB-C الى 3.0 (3 قدم 0.9 متر) كيبل شحن مضفر من النوع سي عالي المتانة متوافق مع جميع اجهزة اندرويد والمزيد,125.00 جنيه,4.9 من 5 نجوم,11,https://www.amazon.eg//product-reviews/B0DH8JZ2Z4/ref=zg_bs_g_electronics_d_sccl_5_cr/258-1061112-1244535
B09137VFKC,الإلكترونيات والصور,شاحن 312 25 وات من انكور بتقنية الشحن السريع ايس قابل للطي PPS لسامسونج جالاكسي S23 الترا S23+ S22 S21 S20 نوت 20 10 Z فولد 3+ ضمان محلي لمدة 18 شهر أسود يو اس بي 3,498.00 جنيه,4.6 من 5 نجوم,"1,161",https://www.amazon.eg//product-reviews/B09137VFKC/ref=zg_bs_g_electronics_d_sccl_6_cr/258-1061112-1244535
B09C7ZGNFY,الإلكترونيات والصور,LDNIO كابل موبايل LS441 للشحن السريع 2.4 امبير USB نوع سي بطول 1 متر - رمادي، لهاتف ذكي,59.00 جنيه,4.2 من 5 نجوم,"1,973",https://www.amazon.eg//product-reviews/B09C7ZGNFY/ref=zg_bs_g_electronics_d_sccl_7_cr/258-1061112-1244535
B0C3RRXXZW,الإلكترونيات والصور,مشترك كهرباء مزود بحماية من تدفق التيار بجهد 220 فولت مع 3 مقابس عالمية انترناشونال وقفل، 10 امبير، لون اسود ورمادي، موديل WS344,175.00 جنيه,4.1 من 5 نجوم,908,https://www.amazon.eg//product-reviews/B0C3RRXXZW/ref=zg_bs_g_electronics_d_sccl_8_cr/258-1061112-1244535
B015QJJHDA,الإلكترونيات والصور,جوي رووم باور بانك LED 2.4 امبير 10000 مللي في الساعة JR-PBF12، اسود، مطاط، لايفون 6,394.00 جنيه,3.8 من 5 نجوم,11,https://www.amazon.eg//product-reviews/B015QJJHDA/ref=zg_bs_g_electronics_d_sccl_9_cr/258-1061112-1244535
B0CMV4B5SD,الإلكترونيات والصور,مشترك كهرباء GP310 للحماية من الحمل الزائد من جي باور يحتوي على مقبس ذكي عالمي واربعة منافذ USB مع سلك من بلاستيك PVC بطول 2 متر 240 فولت كحد اقصى - اسود,199.00 جنيه,3.7 من 5 نجوم,342,https://www.amazon.eg//product-reviews/B0CMV4B5SD/ref=zg_bs_g_electronics_d_sccl_10_cr/258-1061112-1244535
B09491172V,الإلكترونيات والصور,شاحن باور بورت III USB نوع سي سريع 20 وات مع فيشة قابلة للطي لموبايل ايفون 14 14 بلس 14 برو 14 ماكس 13 جالاكسي بيكسل 4 3 ايباد ميني والمزيد من انكر لا يتضمن الكابل يو اس بي أبيض,333.00 جنيه,4.4 من 5 نجوم,"21,587",https://www.amazon.eg//product-reviews/B09491172V/ref=zg_bs_g_electronics_d_sccl_11_cr/258-1061112-1244535
B0D2XZLDCC,الإلكترونيات والصور,كابل بيانات للشحن السريع-جي باور LS441-المطاط الحراري المرن والمزامنة-النوع سي إلى USB مع تيار 2.4 أمبير وطول 1 متر - رمادي,45.00 جنيه,4.4 من 5 نجوم,79,https://www.amazon.eg//product-reviews/B0D2XZLDCC/ref=zg_bs_g_electronics_d_sccl_12_cr/258-1061112-1244535
B09C7BWVX7,الإلكترونيات والصور,كابل بيانات للشحن السريع 2.4 امبير LS441 من لدنيو بطول 1 متر - رمادي,53.10 جنيه,4.2 من 5 نجوم,410,https://www.amazon.eg//product-reviews/B09C7BWVX7/ref=zg_bs_g_electronics_d_sccl_13_cr/258-1061112-1244535
B09TTLKL6C,الإلكترونيات والصور,خطة ضمان لمدة عام واحد للعميل الذي يشتري اجهزة منزلية او معدات رياضية بسعر يتراوح من 0 الى 499.99 جنيه مصري، أحمر,27.00 جنيه,2.4 من 5 نجوم,67,https://www.amazon.eg//product-reviews/B09TTLKL6C/ref=zg_bs_g_electronics_d_sccl_14_cr/258-1061112-1244535
B0CYNNYW3H,الإلكترونيات والصور,واقي كابل من السيليكون بنظام ملفوف لسلك كابل حلزوني، غطاء حماية لسماعات الأذن والماوس وكابل شاحن USB للموبايل، واقي لشاحن USB وملحقات كابل USB,14.00 جنيه,4.0 من 5 نجوم,104,https://www.amazon.eg//product-reviews/B0CYNNYW3H/ref=zg_bs_g_electronics_d_sccl_15_cr/258-1061112-1244535
B09Y37BSM9,الإلكترونيات والصور,محول فيشة ثلاثي للسفر من اي لوك,44.00 جنيه,4.7 من 5 نجوم,"1,681",https://www.amazon.eg//product-reviews/B09Y37BSM9/ref=zg_bs_g_electronics_d_sccl_16_cr/258-1061112-1244535
B0C5XVM3V1,الإلكترونيات والصور,انكر كيبل شحن 322 USB C الى بطول 91 سم لماك بوك برو 2020 وايباد 2020 وسويتش وسامسونغ جالكسي اس 20 بلس واس 9 8 مع ضمان محلي لمدة 18 شهر لمحول الشحن 3.0,169.85 جنيه,4.6 من 5 نجوم,317,https://www.amazon.eg//product-reviews/B0C5XVM3V1/ref=zg_bs_g_electronics_d_sccl_17_cr/258-1061112-1244535
B09TTNR2VW,الإلكترونيات والصور,خطة ضمان ممتدة لمدة عام لعميل واحد يشتري منتجات خاصة بتكنولوجيا المعلومات او الصوتيات والمرئيات بداية من 0 جنيه مصري وحتى 499.99 جنيه مصري، أزرق,27.00 جنيه,2.0 من 5 نجوم,26,https://www.amazon.eg//product-reviews/B09TTNR2VW/ref=zg_bs_g_electronics_d_sccl_18_cr/258-1061112-1244535
B0CXJC1YL9,الإلكترونيات والصور,بطاريات زنك وكربون شديدة التحمل من نوع AAA من كاميليون - 4 قطع + قطعتان مجانيتان، 1.5 فولت,50.11 جنيه,4.3 من 5 نجوم,250,https://www.amazon.eg//product-reviews/B0CXJC1YL9/ref=zg_bs_g_electronics_d_sccl_19_cr/258-1061112-1244535
B091J8GDCG,الإلكترونيات والصور,محول فيشة ثلاثي باور لوك - رمادي وأبيض,44.00 جنيه,4.7 من 5 نجوم,"1,665",https://www.amazon.eg//product-reviews/B091J8GDCG/ref=zg_bs_g_electronics_d_sccl_21_cr/258-1061112-1244535
B0CYC9G72J,الإلكترونيات والصور,سماعات أذن لاسلكية فري بادز لايت ترو بتقنية البلوتوث مع تحكم عبر التطبيق ووقت تشغيل 40 ساعة وشحن سريع انيفاست مع صوت باس ستيريو من اورايمو، لون بلو ليك، داخل الأذن، ازرق نيبولا,499.00 جنيه,3.0 من 5 نجوم,6,https://www.amazon.eg//product-reviews/B0CYC9G72J/ref=zg_bs_g_electronics_d_sccl_22_cr/258-1061112-1244535
B0BYKFK27H,الإلكترونيات والصور,قاعدة ماوس مطاطية صغيرة مربعة بتصميم سادة للكمبيوتر 20×18 سم - اسود، مطاط,23.89 جنيه,4.2 من 5 نجوم,232,https://www.amazon.eg//product-reviews/B0BYKFK27H/ref=zg_bs_g_electronics_d_sccl_23_cr/258-1061112-1244535
B07SNSXNSX,الإلكترونيات والصور,بطارية ليثيوم 3 فولت CR2032 من باناسونيك (عبوة من قطعتين),44.00 جنيه,4.4 من 5 نجوم,"5,155",https://www.amazon.eg//product-reviews/B07SNSXNSX/ref=zg_bs_g_electronics_d_sccl_24_cr/258-1061112-1244535
B0BFFVHZ6Y,الإلكترونيات والصور,باور بانك JR-QP191 10000 مللي امبير في الساعة 22.5 واط للشحن السريع مع شاشة LCD من جوي روم - اسود,587.00 جنيه,4.1 من 5 نجوم,26,https://www.amazon.eg//product-reviews/B0BFFVHZ6Y/ref=zg_bs_g_electronics_d_sccl_25_cr/258-1061112-1244535
B0CT3N5CFC,الإلكترونيات والصور,جوال شاومي ريدمي 13C ثنائي شرائح الاتصال بذاكرة رام 8 جيجابايت وروم 256 جيجابايت (6.74 بوصة) (4G) - (اسود ميدنايت),"5,999.00 جنيه",3.8 من 5 نجوم,492,https://www.amazon.eg//product-reviews/B0CT3N5CFC/ref=zg_bs_g_electronics_d_sccl_26_cr/258-1061112-1244535
B098TVZ6TS,الإلكترونيات والصور,كاميرا مراقبة تابو ذكية واي فاي للاماكن الخارجية من تي بي لينك، 4MP، كشف الحركة، رؤية ليلية ستارلايت، فتحة بطاقة SD، تحكم صوتي، فيديو ملون بالكامل 2K HD، منبه، لا تحتاج الى موزع (تابو C320WS),"1,799.00 جنيه",4.4 من 5 نجوم,"7,811",https://www.amazon.eg//product-reviews/B098TVZ6TS/ref=zg_bs_g_electronics_d_sccl_27_cr/258-1061112-1244535
B0CNKVQ3J3,الإلكترونيات والصور,سماعات ايربودز برو متوافقة مع موبايل ايفون واندرويد - شبه اصلية، لاسلكي، داخل الأذن، أبيض,299.00 جنيه,3.2 من 5 نجوم,61,https://www.amazon.eg//product-reviews/B0CNKVQ3J3/ref=zg_bs_g_electronics_d_sccl_28_cr/258-1061112-1244535
B0C8TGCVL1,الإلكترونيات والصور,سماعات اذن فري بودز 3C اي ان سي بخاصية الغاء الضوضاء من اورايمو 4 ميكروفونات بصوت جهوري قوي لاسلكية حقيقية وقت تشغيل طويل مقاومة للماء IPX5 عبر التطبيق اسود داخل الأذن,799.00 جنيه,3.8 من 5 نجوم,404,https://www.amazon.eg//product-reviews/B0C8TGCVL1/ref=zg_bs_g_electronics_d_sccl_29_cr/258-1061112-1244535
B09SQ21VHK,الإلكترونيات والصور,مجموعة محول كابل شحن متعدد من هيسيمينغ USB نوع سي إلى مايكرو لايتنينج ايه يمكن استخدامه كحامل موبايل (أسود),105.00 جنيه,4.3 من 5 نجوم,"1,119",https://www.amazon.eg//product-reviews/B09SQ21VHK/ref=zg_bs_g_electronics_d_sccl_30_cr/258-1061112-1244535
B07MMFCTCX,الجمال والعناية الشخصية,ماء تنظيف سكين اكتيف ميسيلار كلاسيك من غارنييه، 100 مل,48.50 جنيه,4.5 من 5 نجوم,"4,217",https://www.amazon.ae//product-reviews/B07MMFCTCX/ref=zg_bs_g_beauty_d_sccl_1_cr/257-4907972-5126659
B09KQQCRBV,الجمال والعناية الشخصية,بخاخ ايس تشيل معطر للجسم للرجال من آكس ، 150 مل من اكس,99.00 جنيه,4.5 من 5 نجوم,581,https://www.amazon.ae//product-reviews/B09KQQCRBV/ref=zg_bs_g_beauty_d_sccl_2_cr/257-4907972-5126659
B0C7GZ8WTG,الجمال والعناية الشخصية,كريم مرطب بالجلسرين والتوت المتنوع من كير اند مور، 75 مل,30.00 جنيه,4.2 من 5 نجوم,412,https://www.amazon.ae//product-reviews/B0C7GZ8WTG/ref=zg_bs_g_beauty_d_sccl_3_cr/257-4907972-5126659
B0B74JS567,الجمال والعناية الشخصية,كيس قناع الشعر بخلاصة الصبار والبروتينات الحريرية 250 جرام,64.00 جنيه,4.2 من 5 نجوم,145,https://www.amazon.ae//product-reviews/B0B74JS567/ref=zg_bs_g_beauty_d_sccl_4_cr/257-4907972-5126659
B09JSXLKD4,الجمال والعناية الشخصية,منظف الوجه الشفاف من ارجينتو 200 مل,117.50 جنيه,4.3 من 5 نجوم,652,https://www.amazon.ae//product-reviews/B09JSXLKD4/ref=zg_bs_g_beauty_d_sccl_5_cr/257-4907972-5126659
B0BN8JBMJ8,الجمال والعناية الشخصية,سبلاش للجسم كوزي دريم للعناية بالبشرة من ايفا، 240 مل، للنساء,160.00 جنيه,4.2 من 5 نجوم,567,https://www.amazon.ae//product-reviews/B0BN8JBMJ8/ref=zg_bs_g_beauty_d_sccl_6_cr/257-4907972-5126659
B077N513Z1,الجمال والعناية الشخصية,احمر شفاه سائل سوبر ستاي مات انك من ميبيلين نيويورك - 65 سيداكتريس,391.50 جنيه,4.4 من 5 نجوم,"28,713",https://www.amazon.ae//product-reviews/B077N513Z1/ref=zg_bs_g_beauty_d_sccl_7_cr/257-4907972-5126659
B09KQQZ71T,الجمال والعناية الشخصية,بخاخ عطر جولد تيمبتاشن الساحر من اكس 150 مل متعددة للرجال 150 ملليلتر,99.00 جنيه,4.5 من 5 نجوم,395,https://www.amazon.ae//product-reviews/B09KQQZ71T/ref=zg_bs_g_beauty_d_sccl_8_cr/257-4907972-5126659
B07LG24QPF,الجمال والعناية الشخصية,مزيل عرق رول اون للرجال من نيفيا للرجال، مضاد للبكتيريا بلون اسود داكن، برائحة الخشب الداكن، 50 مل,66.25 جنيه,4.5 من 5 نجوم,"1,677",https://www.amazon.ae//product-reviews/B07LG24QPF/ref=zg_bs_g_beauty_d_sccl_9_cr/257-4907972-5126659
B09KXYC7QV,الجمال والعناية الشخصية,بخاخ جسم للرجال من اكس، 150 مل، لون أسود، الكمثرى وخشب الأرز المجمد,99.00 جنيه,4.4 من 5 نجوم,360,https://www.amazon.ae//product-reviews/B09KXYC7QV/ref=zg_bs_g_beauty_d_sccl_10_cr/257-4907972-5126659
